protocol_mode,transaction_id,I_ac,logical_download_id,true_device_id,mno,profile_id
standard_rsp,CD8480BF5BC58001B1029BC060626F75,MID-889171362DBEC18D69BC682A4522B13D,D0204-M01,Device-0204,MNO-A,PROFILE-b09673dac94869309fff
aura_rsp,DB49E62D8EA403D7377D021D8A2535C0,IAC-B1553C4F5B1CAC66F0B2E24BAB04B4E5,D0204-M01,Device-0204,MNO-A,PROFILE-b09673dac94869309fff
standard_rsp,D8B26237B31E761373ADE802C99314EC,MID-DCD6927D8BD18EC8730CDC9BDB2CCDD5,D0184-M02,Device-0184,MNO-B,PROFILE-c0158a8533be8a3a7611
aura_rsp,62FD908D78CD439D0C0CA59F19B230F7,IAC-4BF8A90B6BDEBA87C95586538082986D,D0184-M02,Device-0184,MNO-B,PROFILE-c0158a8533be8a3a7611
standard_rsp,5B35F613218799D55E53B55FD7EFC5A1,MID-B35345E4F1828A7C3355CA93F1657C2F,D0239-M03,Device-0239,MNO-C,PROFILE-2c2d326f015e79697cbf
aura_rsp,BDA2541A2428F080BBA4A4EA302669B3,IAC-4D3EC9971B74DB36E7BABFC84EF69933,D0239-M03,Device-0239,MNO-C,PROFILE-2c2d326f015e79697cbf
standard_rsp,5242020F2F4D0B39FC9240FC5B5F9024,MID-D3137D6D4C4F6AE88555E6F988522C61,D0109-M04,Device-0109,MNO-D,PROFILE-b86887c97dba0d9da296
aura_rsp,9FBCA8A0D79CEBD13C46641302077840,IAC-E1FBC9873F61025AC665C5CB31F25A54,D0109-M04,Device-0109,MNO-D,PROFILE-b86887c97dba0d9da296
standard_rsp,83B72DFD41E230D4EBC53FB430AF81EC,MID-7FF8A4158D4A7AB6216B3B045BF9AAC7,D0041-M02,Device-0041,MNO-B,PROFILE-be98cdf5cd8d1ecc19b8
aura_rsp,9DD90B35B0747E7E6BF51FC7F753DC6B,IAC-7D631F9D6A1EC73CF38690E8391A60A0,D0041-M02,Device-0041,MNO-B,PROFILE-be98cdf5cd8d1ecc19b8
standard_rsp,9970373B1CDB1A765DA9F1EFDBEF050E,MID-8E7EFA788A4294696022209B456977FC,D0129-M03,Device-0129,MNO-C,PROFILE-0a392bf735dbed51bc44
aura_rsp,3160A8575E84A7AB39EEE52849B5019F,IAC-BEAF3A977DB80CC68D3E1821BD2757DA,D0129-M03,Device-0129,MNO-C,PROFILE-0a392bf735dbed51bc44
standard_rsp,73EF364E6FFF4B3289AAF1C126BDF0A5,MID-6A0C70FFA9A07523F53A37CFA84A916D,D0031-M03,Device-0031,MNO-C,PROFILE-c3cb6271ebaa417663a0
aura_rsp,6430AE4CB87F2942D811EE9F27E5F846,IAC-CC87898D55E616FC081539ED09824AB4,D0031-M03,Device-0031,MNO-C,PROFILE-c3cb6271ebaa417663a0
standard_rsp,F9CAF80213A86D5C8FC5ABB5AD799041,MID-513654F4CEC123663F389FE6BEAC6F45,D0090-M04,Device-0090,MNO-D,PROFILE-fd0d914f739ec73e6861
aura_rsp,AB08ABA37D73C50FD278EA1BBBF32FC6,IAC-FB5191E047BBD92ED8B0F0FAF80C1BDE,D0090-M04,Device-0090,MNO-D,PROFILE-fd0d914f739ec73e6861
standard_rsp,9587BB16F5CB8A0154387D129E9FDBF6,MID-BCDC87368EDFC0028720DA43BA0FD6C2,D0182-M01,Device-0182,MNO-A,PROFILE-82db01fc2596766251f6
aura_rsp,E077585F3DCAA27565168549411A3007,IAC-FB7D627D36139FFE04B8947B34E1CEB0,D0182-M01,Device-0182,MNO-A,PROFILE-82db01fc2596766251f6
standard_rsp,7258CC2ABB4548A0556CC1E4C6493AE9,MID-697958A5CD54571C3B4803F812DBFF84,D0008-M03,Device-0008,MNO-C,PROFILE-9fea8e9aa1d5f718a304
aura_rsp,8249237DD8388C29C60F581874F28F99,IAC-0A40CBD7DD034EA70A5613051C74969D,D0008-M03,Device-0008,MNO-C,PROFILE-9fea8e9aa1d5f718a304
standard_rsp,F999A4D346837928EB1CA0B7683A8B55,MID-A5655A708E4DA4F64A8F0790C04164D7,D0047-M04,Device-0047,MNO-D,PROFILE-61c1be80a39c7404b104
aura_rsp,03247B1C9086239D59ABBB31EAC96B99,IAC-1F0E4746D46AFD48B85892124E32D4D7,D0047-M04,Device-0047,MNO-D,PROFILE-61c1be80a39c7404b104
standard_rsp,0423E128F08B8E4E7D92EC6558A81E9F,MID-F3E2EAAFCB8A00902396B2B08C9C0C17,D0224-M03,Device-0224,MNO-C,PROFILE-4b2e7c970b56555c9f0e
aura_rsp,CADFD8F7610ADCCAD1EF232A7570D228,IAC-A44C9F1A4B3A62F490B1DE2B3656F797,D0224-M03,Device-0224,MNO-C,PROFILE-4b2e7c970b56555c9f0e
standard_rsp,92A465D8802939F8CD369E231E1D0378,MID-72FE2E00189C3D278585BD8EBF61AD00,D0015-M03,Device-0015,MNO-C,PROFILE-2b89cb167d73a6bb9d58
aura_rsp,A6E8141CA4E5D78A3EE6134E127B2FAD,IAC-7657DA80E0F0C4DE73F9CCB804CD92E2,D0015-M03,Device-0015,MNO-C,PROFILE-2b89cb167d73a6bb9d58
standard_rsp,6753997B34276C1306B73B26B1E6305D,MID-985B39904B45D307FA6C6D84F2CD6ED3,D0027-M01,Device-0027,MNO-A,PROFILE-13bcc89c60ca65d9fc9d
aura_rsp,126D7A993C6C0D6B946463E6A1899426,IAC-284C58C3D1DD4932283B9270D54F0F85,D0027-M01,Device-0027,MNO-A,PROFILE-13bcc89c60ca65d9fc9d
standard_rsp,09E75A3F7343A1E0F2C7BA722AE9DFD0,MID-C522B9BF1422F0E1E9E6F66C502E14A4,D0230-M01,Device-0230,MNO-A,PROFILE-fe36b462884998f51ead
aura_rsp,BBBCA98548107E4D36688654FE77B127,IAC-54BACDB2D02ED19C87683E01000D1C54,D0230-M01,Device-0230,MNO-A,PROFILE-fe36b462884998f51ead
standard_rsp,B34D9ADCACD4230C866C15D7A2961224,MID-B0871EF6BC93E4CE9DAA662ED27CAC98,D0100-M01,Device-0100,MNO-A,PROFILE-09a7c9902075279975f7
aura_rsp,5EF3DD0D6FA84BE10170865AF1324A91,IAC-70B4123A501EEBA5A5567CEC4AC1C50D,D0100-M01,Device-0100,MNO-A,PROFILE-09a7c9902075279975f7
standard_rsp,4CB99C377E28862A31342A1322CA6420,MID-7D625DB454FDB270710B86B6F78D8ADF,D0080-M01,Device-0080,MNO-A,PROFILE-0efc2583873426809071
aura_rsp,B3234F91D4C0AF904211B420090A63BF,IAC-6FA284724415AC0639FE590D08BED3D4,D0080-M01,Device-0080,MNO-A,PROFILE-0efc2583873426809071
standard_rsp,EAB319613913D806A896250AD172940A,MID-A0332654FC986704FFEC75D053012637,D0130-M04,Device-0130,MNO-D,PROFILE-dcec51d622d89a14eeee
aura_rsp,6F85DA4A0DC31F8B08D4FB303EDD4095,IAC-A32C1BCB5FB5C5E2661545F9E6E03CC0,D0130-M04,Device-0130,MNO-D,PROFILE-dcec51d622d89a14eeee
standard_rsp,3DEA7F6283D7414E1EB1AB53504377DE,MID-E2FCFA81B4361B33C83964FBE2C5E2B0,D0087-M02,Device-0087,MNO-B,PROFILE-9d9188b98e1dbb2b5b7d
aura_rsp,DF75523413D22196973EBAB31EB5526C,IAC-353C3C5B74398D6948BAA5D27073D99A,D0087-M02,Device-0087,MNO-B,PROFILE-9d9188b98e1dbb2b5b7d
standard_rsp,526C1FA61F0B7D6BE22332209A5EF733,MID-8A96EB1A8BCB2697D035120D81431148,D0090-M01,Device-0090,MNO-A,PROFILE-cb97ef3f99479f2c4f98
aura_rsp,921104F593F59F4D399927203AE43400,IAC-B7623D96FF9AFE1A18E839C7B8E844BC,D0090-M01,Device-0090,MNO-A,PROFILE-cb97ef3f99479f2c4f98
standard_rsp,772A92150DF92956A547E33D7FA1F412,MID-A0EAA685EDA5D7375AB64C9CDA58B72A,D0100-M03,Device-0100,MNO-C,PROFILE-e6034aa82e569a94288c
aura_rsp,868ED5A1E3EC697C6A9F9316BBA6D736,IAC-431A3DD1D361A0ADBD65D1F13249FAD2,D0100-M03,Device-0100,MNO-C,PROFILE-e6034aa82e569a94288c
standard_rsp,40DB0A2ADB347AFCFD52F380CCA424ED,MID-B579D545772B9A4ACABF77AFD8249695,D0089-M02,Device-0089,MNO-B,PROFILE-c179e2ad02c2017ba2fe
aura_rsp,B846E71C7F3568334593709DA623F421,IAC-33BE5F3101E08D62A55F12B0F69435D0,D0089-M02,Device-0089,MNO-B,PROFILE-c179e2ad02c2017ba2fe
standard_rsp,5015B16FBF919550DFB42189CA9B6102,MID-7F1431F19D9DA1E9857021FF0BF59CAC,D0113-M04,Device-0113,MNO-D,PROFILE-40d3fc9727fad30d0b83
aura_rsp,531D7EA88F3AF02DC8ABBA9C21E6AED8,IAC-89F1900D5D61BCEF47877CB932FF15A6,D0113-M04,Device-0113,MNO-D,PROFILE-40d3fc9727fad30d0b83
standard_rsp,F6FC707EE607E5676131F835C92FFFB8,MID-3B6AF67A64C2C9464177F8103FDAC9C7,D0053-M03,Device-0053,MNO-C,PROFILE-ff586fafe562de7a3747
aura_rsp,3CA631D0DB462318DBA60FBB61550FFB,IAC-691DCF96C959658194A44BF82E1E4286,D0053-M03,Device-0053,MNO-C,PROFILE-ff586fafe562de7a3747
standard_rsp,1374104AAC2704E555E2D5D149215587,MID-886A7FD0F9F10C54C5E956B2539D1108,D0233-M01,Device-0233,MNO-A,PROFILE-01019b274f460b9ac191
aura_rsp,1529BCC728C584D81319F9727EF6DBE2,IAC-474919C3536345EEA3E797ADDD5873AB,D0233-M01,Device-0233,MNO-A,PROFILE-01019b274f460b9ac191
standard_rsp,9346C1AFA6C9FFAD35164B9DE63A1616,MID-697530FB3A3F58117D3C4787833A4D18,D0215-M01,Device-0215,MNO-A,PROFILE-40e7b503eae20933aad5
aura_rsp,C9C4FBF1604C9A33871569A37935800C,IAC-DA053FC26BD08EA4D05ADFFF07DC954C,D0215-M01,Device-0215,MNO-A,PROFILE-40e7b503eae20933aad5
standard_rsp,12521DC6D5ABB80D9CED182B2B2F2B5A,MID-25C3DAD706337BE20D678129D22653B5,D0020-M02,Device-0020,MNO-B,PROFILE-08b45a654b8d185258d2
aura_rsp,3B750507C508FFD5CD96E8B8A0CE3408,IAC-EFAC73DAAB65AC38B7B5A5DA872EEE23,D0020-M02,Device-0020,MNO-B,PROFILE-08b45a654b8d185258d2
standard_rsp,BECDFBA80DAF89F2A636B1B13809775C,MID-AF71BA05F673DAA103411212F6C06D8A,D0202-M01,Device-0202,MNO-A,PROFILE-154e6b32d95ca9a57014
aura_rsp,4A7B403A6C32907AEFE38DE6D3E651D0,IAC-55CD79AF26DF747E9597D800D9E68411,D0202-M01,Device-0202,MNO-A,PROFILE-154e6b32d95ca9a57014
standard_rsp,0F567683601D5213C33D7548B3B32724,MID-0F8BCE116AB14DF900CB6259B1C6ADDF,D0247-M01,Device-0247,MNO-A,PROFILE-733e21984415da1eff9c
aura_rsp,D2A720CD5BA4B5B704044649F999CD8F,IAC-8E7C1ECE477492D660D62374681E5C27,D0247-M01,Device-0247,MNO-A,PROFILE-733e21984415da1eff9c
standard_rsp,077C7448E4E4EB8B83323595F9EF3AC3,MID-4629B2BF16FEDBB35A0E278D099BBA16,D0056-M01,Device-0056,MNO-A,PROFILE-5f1a6d7ad2451805c15c
aura_rsp,4AB716F1554777F2F7ADF0CDDB715D97,IAC-A276D8D70A939AD47AE83938FF3D8829,D0056-M01,Device-0056,MNO-A,PROFILE-5f1a6d7ad2451805c15c
standard_rsp,3BC0E6D25314692014C2C96DFBCE8A72,MID-E5B4CC815C71E64E4BE2B0C62E25982D,D0120-M04,Device-0120,MNO-D,PROFILE-1e3cd732914638e19319
aura_rsp,47540ACFB19F581547D0303679A5F722,IAC-1979DFF699343F6FCAEA22C7C5D7BFFD,D0120-M04,Device-0120,MNO-D,PROFILE-1e3cd732914638e19319
standard_rsp,747A884316137FE9AB50DD1D43C9E054,MID-ABCB72E8B28A5EAA72EA97DCFF7B5052,D0026-M03,Device-0026,MNO-C,PROFILE-3cd5df82a4a112ef6d2e
aura_rsp,841BC35B8C51831189E8DA87130E1B5E,IAC-1CAF988F89BFC37BB682AD8B095A06F3,D0026-M03,Device-0026,MNO-C,PROFILE-3cd5df82a4a112ef6d2e
standard_rsp,CFCED920654FB5A2E8C4228E5C3EA3E2,MID-2716F3E46BEA64ED2AA0AE73967CFA97,D0221-M01,Device-0221,MNO-A,PROFILE-d7e58e54308f99f62c97
aura_rsp,751438919D6F41AB274F6E965EB989FE,IAC-37498A3CB13BBAADB2BDC90D920DF3C3,D0221-M01,Device-0221,MNO-A,PROFILE-d7e58e54308f99f62c97
standard_rsp,1DD385FA780AFE7346DFA41109C1172A,MID-6B40AAFD5A5CD6F50391EC3DA4428A7C,D0098-M01,Device-0098,MNO-A,PROFILE-f47063e8fb8d3f53795a
aura_rsp,2D42B0419D15FF7A38D4C167099309D4,IAC-1AC0B8164ED2B9237BC26ECEA216C6B5,D0098-M01,Device-0098,MNO-A,PROFILE-f47063e8fb8d3f53795a
standard_rsp,842F82A5950B423658DF681B41259A6C,MID-4E6484EF4CECC59247C7B9AC56B57B77,D0002-M03,Device-0002,MNO-C,PROFILE-a2fb68edbf836de0010b
aura_rsp,E12E3557CC6F3F1EBE72ACA3DB2EF6E6,IAC-5FABC8CB5D8B5035A573FCA7FE3FB140,D0002-M03,Device-0002,MNO-C,PROFILE-a2fb68edbf836de0010b
standard_rsp,EC7C0802A7D47C0037B8CF3FD8236733,MID-1409DFA30D04870B8DD8F9E320F72020,D0186-M02,Device-0186,MNO-B,PROFILE-d4a92b01eb8c531a226c
aura_rsp,D02FBEBDDA80B94A211910892580B20D,IAC-03C354B89F24E81CDBF00A5154660833,D0186-M02,Device-0186,MNO-B,PROFILE-d4a92b01eb8c531a226c
standard_rsp,7F06840256415E56A37AA5DF6B23BD0C,MID-508E87266BE29D47780BE9AE071D557F,D0032-M03,Device-0032,MNO-C,PROFILE-78bb019b1c7395a1b19d
aura_rsp,FE48C4186C97F48DBBC7707020EF3A9E,IAC-763D330F3A9D0CF419C04D4C72003638,D0032-M03,Device-0032,MNO-C,PROFILE-78bb019b1c7395a1b19d
standard_rsp,B6D2CE548BAF936AE6D975D68B2E57BE,MID-9C501F6866D0BF36A2FC4B15E1D074EF,D0244-M02,Device-0244,MNO-B,PROFILE-e9cfb5b618dff356f0e2
aura_rsp,F2A4B2A902153C5BD75BC25341D8E74B,IAC-0390F8831C2088C70BCD046D181D6B21,D0244-M02,Device-0244,MNO-B,PROFILE-e9cfb5b618dff356f0e2
standard_rsp,2020B1A58B17822059774B676A5FFDE5,MID-26212E62FE5E83FF8D251C9AA94C6295,D0008-M02,Device-0008,MNO-B,PROFILE-1fe97cf97ec3278804f7
aura_rsp,F2B56AE15ACC9BAC746B6BB24F685758,IAC-13903AA6F18329F06CF01CBBB0FA72A7,D0008-M02,Device-0008,MNO-B,PROFILE-1fe97cf97ec3278804f7
standard_rsp,2BA3EF5FAEDBAFD8F1197DA6AFE63545,MID-2597C1E413B4FF5F4CFC34DFA2758686,D0194-M01,Device-0194,MNO-A,PROFILE-c9196ce55b5e652649ab
aura_rsp,27954596408937304968873934B42EFF,IAC-BBDE5688EAFAFD3FE4F0FCD38FDC56E3,D0194-M01,Device-0194,MNO-A,PROFILE-c9196ce55b5e652649ab
standard_rsp,91E06D2C4507C0ACD60B0A744E30497C,MID-22F70136B7FB73B272AF51F2EC223FB6,D0048-M04,Device-0048,MNO-D,PROFILE-70f58f53253f852efa14
aura_rsp,BFF2A8A65A44685833017AF2B5DE5EB4,IAC-5267EAD00D72AC8F797C44561A2F6342,D0048-M04,Device-0048,MNO-D,PROFILE-70f58f53253f852efa14
standard_rsp,A0B1CEDE4C25481632A676C370833566,MID-446AF7E4071AB1B7509DBCB853B9883C,D0047-M01,Device-0047,MNO-A,PROFILE-b1893c85a38bfa662f66
aura_rsp,AEE3D554929B3A9BDC54C1E0D796D74C,IAC-1BDA796226B6E631DE60FC0690195603,D0047-M01,Device-0047,MNO-A,PROFILE-b1893c85a38bfa662f66
standard_rsp,740A6F10B1619FA531A9B8789882CF44,MID-0D9892D891B8000E4C391BA21E3D2A00,D0203-M02,Device-0203,MNO-B,PROFILE-99a214c711fd4c35a62d
aura_rsp,69EA5DBAA4D8C05975637E0B889FFBC8,IAC-8805438E9A43B265F2FA3AA32247123E,D0203-M02,Device-0203,MNO-B,PROFILE-99a214c711fd4c35a62d
standard_rsp,571456E90FD8B94BF72347F574E1B90A,MID-7A714668F869AA212BD8CA2B3F403B71,D0174-M01,Device-0174,MNO-A,PROFILE-3e4b57aa3d42bc2974b2
aura_rsp,ABCC7EDB5204EDD292505257C4FE6098,IAC-A436F821DE9BC7A1C54A09FA9B4AF9D8,D0174-M01,Device-0174,MNO-A,PROFILE-3e4b57aa3d42bc2974b2
standard_rsp,8A7D6A4DBCCB483DB3034E7A02A45E61,MID-9219AF4EB56D3AF44DF9B279204FD2CD,D0123-M03,Device-0123,MNO-C,PROFILE-9b5a1013a5855f71459a
aura_rsp,8C8D1FCEA30AE7805C13C7810A104DA8,IAC-B96CB1C756572589B9BE185B327C0873,D0123-M03,Device-0123,MNO-C,PROFILE-9b5a1013a5855f71459a
standard_rsp,A199C5B1A5C35389780165E7552AF4A4,MID-CDF93002AB8EBD33BE8973C6D61F35C8,D0030-M03,Device-0030,MNO-C,PROFILE-2033548abd34185d5719
aura_rsp,31BA5E74A24B3BADA6D022AD3CD91D61,IAC-5F260C0BAE614F5A723C34415D9CA981,D0030-M03,Device-0030,MNO-C,PROFILE-2033548abd34185d5719
standard_rsp,212AB7652338128A9E30835EA2028AD0,MID-D6831EC088F4AA2DC1B82040B0CDBBBF,D0095-M01,Device-0095,MNO-A,PROFILE-11114654a6805ebaf721
aura_rsp,8B891CBE4F8D4F536A8BC26520C25FE2,IAC-3E37C57955C32B03936AFA74FB7158C6,D0095-M01,Device-0095,MNO-A,PROFILE-11114654a6805ebaf721
standard_rsp,5731AA8B4EC61EED59C5765EFE047451,MID-FE4060D60AE8E9C9267CC74288EC4E2D,D0203-M01,Device-0203,MNO-A,PROFILE-6cb237d04c0f871383cd
aura_rsp,289517107570507149484A3A865C3153,IAC-C0C57C029E942021F3DBAEB9A855D8C0,D0203-M01,Device-0203,MNO-A,PROFILE-6cb237d04c0f871383cd
standard_rsp,1E8975D30A6B7A170E51FC87AE862C88,MID-78D265B910F7B00B7AB8BAEE3499B541,D0170-M03,Device-0170,MNO-C,PROFILE-ae7de6a64d2f753e05d1
aura_rsp,C897A31F94FB46E0F9F28EE05D79847F,IAC-25D404F2C50A548B58978DDD353497D9,D0170-M03,Device-0170,MNO-C,PROFILE-ae7de6a64d2f753e05d1
standard_rsp,0A54A5D08A5B751917DB8F467B660937,MID-3D5892A6DE80FFD479036D1F917856D6,D0103-M02,Device-0103,MNO-B,PROFILE-078d61d2446aa9d7fb58
aura_rsp,1A1434ED45F0DFC4026309933749E95A,IAC-1388321D9997AD4D702AF3463F9B5126,D0103-M02,Device-0103,MNO-B,PROFILE-078d61d2446aa9d7fb58
standard_rsp,F71EFFCA9CF957E0AD91A5894E184A6D,MID-45D61F9DBF6F794C9151498BF9039C4D,D0167-M03,Device-0167,MNO-C,PROFILE-4278709df13d81eedb96
aura_rsp,B0E4CD629D4219D8B579C0E55A1C40D2,IAC-A6E22D51D6650B3244D12932B95372F5,D0167-M03,Device-0167,MNO-C,PROFILE-4278709df13d81eedb96
standard_rsp,0C5DB0CF5119B934D27592D23026D9FB,MID-68B26E294AEAD20342DB4FBA2030298B,D0236-M03,Device-0236,MNO-C,PROFILE-25e7d5bd17f01b659165
aura_rsp,70752058F4808FCBE9F8512B4AFD4804,IAC-378FCD5733C62E11886621A375B6723D,D0236-M03,Device-0236,MNO-C,PROFILE-25e7d5bd17f01b659165
standard_rsp,E1FF57E099DEF1A728D370DF05AF7A77,MID-18B0DA0511CBCF6969782DFB54A9B8B5,D0195-M03,Device-0195,MNO-C,PROFILE-5ef464b6b806fb18a928
aura_rsp,DDF920C51A172301EE7CD4CE316350D8,IAC-8FCE9010FEDC6754DC2898D2760DFC56,D0195-M03,Device-0195,MNO-C,PROFILE-5ef464b6b806fb18a928
standard_rsp,4CA24A63174845D306873086EC7D37BE,MID-8EB2C70BFDDEE473B3333AF426840ED3,D0059-M02,Device-0059,MNO-B,PROFILE-33b2d166e40ab1984549
aura_rsp,770F5F177EFC781A697C51C39C38C575,IAC-B2BA0D547FC1A960A984AFED3D29BF49,D0059-M02,Device-0059,MNO-B,PROFILE-33b2d166e40ab1984549
standard_rsp,B71D466FBF5CD0D4853C9BF4EEBA62F7,MID-0B8D666AED36335F63F7BCEF1207FB09,D0103-M01,Device-0103,MNO-A,PROFILE-c7ad3b71210fd6ada0a7
aura_rsp,922C1A3BC3D0CF4598DC8F911994A56E,IAC-FB613C942C0757B6B335D91C2B1B4046,D0103-M01,Device-0103,MNO-A,PROFILE-c7ad3b71210fd6ada0a7
standard_rsp,A29956389A3D1F0C8596E3C4949D58E1,MID-8DBB727D6165A38DE91D26AC87640AF2,D0189-M01,Device-0189,MNO-A,PROFILE-b74818eec5ee002e4c05
aura_rsp,A5BACC58D7E876FAD64E0F2F995E5B13,IAC-B600A4CFD30B3899B4597E9382EB5BCA,D0189-M01,Device-0189,MNO-A,PROFILE-b74818eec5ee002e4c05
standard_rsp,B29C4FCFA7414403669FCE4CE74F82DC,MID-84260D05F26F2BAE0BC7AEF6E384FFE6,D0082-M02,Device-0082,MNO-B,PROFILE-e4161c208e2ca81cea42
aura_rsp,9EA4095FDF973F255BC1609E55CCEDBC,IAC-B9A4F9B0293DFBB919D2CB8664FE509B,D0082-M02,Device-0082,MNO-B,PROFILE-e4161c208e2ca81cea42
standard_rsp,50CB34195AF0E4A590C757F81392A4F9,MID-13085F058A75C2C5FDB8F0EC3697A321,D0124-M01,Device-0124,MNO-A,PROFILE-a18f5096b1a8df2e912d
aura_rsp,96A6BF3A6490D6B7FD3BE9104F573993,IAC-127BC6C7DAFB6D275BC42A5823FB9600,D0124-M01,Device-0124,MNO-A,PROFILE-a18f5096b1a8df2e912d
standard_rsp,6D3B9672D3F1F560892A9F3B6989DA7B,MID-2806D7AE8EC1583C0F3259DAA50DF6A7,D0238-M04,Device-0238,MNO-D,PROFILE-2d6023c2ccb2bbbbe0a2
aura_rsp,FAFBC0133AD81F8287D3B3EF436AC82C,IAC-BCF7BB4DF7C612F0E4E3201398AFED0F,D0238-M04,Device-0238,MNO-D,PROFILE-2d6023c2ccb2bbbbe0a2
standard_rsp,E2C9FB5256FD1D4CD0ED7CE72B638E5B,MID-DAE631895214BE04B31086FA7089EEE5,D0003-M01,Device-0003,MNO-A,PROFILE-903c585b7746c47f0669
aura_rsp,EF5262359B98D580D239D7B3F4902272,IAC-9532572ED3E774AD90C21FA406F3B924,D0003-M01,Device-0003,MNO-A,PROFILE-903c585b7746c47f0669
standard_rsp,CD5E1913958ACCF566D2D170F4F6F4EB,MID-01F07E25A77D242E0FBEEAD32E0CDD4B,D0148-M03,Device-0148,MNO-C,PROFILE-f36941fd4a46fb6fe2b2
aura_rsp,95E108A7B67696BA20FA5E7B76CDB30A,IAC-5C272BCF64FEE8E80C14723F10A58FF0,D0148-M03,Device-0148,MNO-C,PROFILE-f36941fd4a46fb6fe2b2
standard_rsp,2582470A3C494BF1E77CB4DB72D0D73E,MID-3024AC64DEFB472C6A41D9FC01719520,D0135-M04,Device-0135,MNO-D,PROFILE-580be0542542dfc4bac9
aura_rsp,6B148A0C7F1B7F0F27355AEFE695AF38,IAC-F0799DC437A1DCE7BF09D69221A445B5,D0135-M04,Device-0135,MNO-D,PROFILE-580be0542542dfc4bac9
standard_rsp,9C6C68C573CA701FC79C8DBF5A67D986,MID-91A562D06391F39605510B44DED80F0D,D0188-M03,Device-0188,MNO-C,PROFILE-145546daa6284bba9377
aura_rsp,D9DF2F0145946BD4D4FF1F27314A7C0B,IAC-02604499B309FC1186BE9B492243C0D1,D0188-M03,Device-0188,MNO-C,PROFILE-145546daa6284bba9377
standard_rsp,BACCC2E9192922931F1544012AA091FB,MID-3E67EB19954E2DA5C41F3A9652E6A5A6,D0159-M04,Device-0159,MNO-D,PROFILE-3edeb2e17c349eaf3d4c
aura_rsp,B145A2AEE19B8E5C449E4E594938EFF6,IAC-B71FB162A0C45308CE964757853C2215,D0159-M04,Device-0159,MNO-D,PROFILE-3edeb2e17c349eaf3d4c
standard_rsp,708CCD0C626F566F6A9835E846A79EC6,MID-501A6BF439BBB3373A5288437C0B1847,D0036-M04,Device-0036,MNO-D,PROFILE-9798b72ab2ad4d08fefd
aura_rsp,D395B35C34DFB80AC4FC3A9654B4AE98,IAC-B96DD4FC4F5B365EB9DDCEDCFBE890E7,D0036-M04,Device-0036,MNO-D,PROFILE-9798b72ab2ad4d08fefd
standard_rsp,DA815E3A3B7C003678C8A00F6268277A,MID-6C04036D15F12E28940E17A2D28D1CCA,D0119-M02,Device-0119,MNO-B,PROFILE-3281126f2bacfc095bb5
aura_rsp,E9AAD5BC3BBAA7BFCF81C14C8176C6C0,IAC-FA25782269C4ADA8F8C8EDD99E41A7B7,D0119-M02,Device-0119,MNO-B,PROFILE-3281126f2bacfc095bb5
standard_rsp,226F391978E5A498511DC57AC76F2C6F,MID-AB59839AD8425AE95B4E90E45CEB2DE1,D0240-M02,Device-0240,MNO-B,PROFILE-759f9aaec030725366e7
aura_rsp,3EC3C6EAC71F9E48D8E9B97062162E7E,IAC-036D9F95EF0F4E5ACE4987D135CBF88B,D0240-M02,Device-0240,MNO-B,PROFILE-759f9aaec030725366e7
standard_rsp,C22D2F8510896B78FD031D504A03ED00,MID-DF2A8C470DC4104A90555A042CB421AD,D0060-M03,Device-0060,MNO-C,PROFILE-7e737baff0934d71b1ca
aura_rsp,179C3B6AB226C59B9E4555EEBAE58476,IAC-12FFE8A0EBC8C082AA8C5CE263316BE5,D0060-M03,Device-0060,MNO-C,PROFILE-7e737baff0934d71b1ca
standard_rsp,78C3C92C42D51B837FA3DE8AF632D6FE,MID-5883DD7B621F06A0A9CB62C8EC86D7CE,D0169-M01,Device-0169,MNO-A,PROFILE-4617a9e5cc3f1fbc39a8
aura_rsp,149E6AB75B38FD2FF205A71A968C5279,IAC-948092930F9086392C4D699D47810CA6,D0169-M01,Device-0169,MNO-A,PROFILE-4617a9e5cc3f1fbc39a8
standard_rsp,121E93DC240EEC0A0538AD032ED8CE82,MID-0FC55944A127C8C62741E4A34FDF1F0E,D0111-M01,Device-0111,MNO-A,PROFILE-d199ced3c18c4bb063d1
aura_rsp,FFF1A1FE8B398402019BFF7687B64268,IAC-2067A5500DA87A6A834F04E6A5A95117,D0111-M01,Device-0111,MNO-A,PROFILE-d199ced3c18c4bb063d1
standard_rsp,C56427E495DD471DD40F3BE5CF34F2DE,MID-EF07D176D2FF9AB8EB1FFF75B0EF6F08,D0191-M03,Device-0191,MNO-C,PROFILE-b6285aeb0d9561938c14
aura_rsp,354C340706BEA50FC3300513F24AB4F9,IAC-1410C4FBD9692A45DA3AB4B97B2253E2,D0191-M03,Device-0191,MNO-C,PROFILE-b6285aeb0d9561938c14
standard_rsp,BE789272FE65D13E3CAD6B6C696625F5,MID-33AA7632E3CDB25524418320809BF73C,D0003-M04,Device-0003,MNO-D,PROFILE-2b7383b152befc736561
aura_rsp,121DBD25674331B9BA8F1F5709423612,IAC-C6F5B376AC0EC70B67DC2BBFBD5B190A,D0003-M04,Device-0003,MNO-D,PROFILE-2b7383b152befc736561
standard_rsp,D988B891EE5FB484EF852A09171A95B7,MID-64D002700D20E20F8AA08748A6A462A2,D0192-M02,Device-0192,MNO-B,PROFILE-5f4e3305936754254cfa
